Customer_ID,Date_of_Birth,Account_Number,Account_Type,Account_Balance,Account_Open_Date,Account_Status,Transaction_ID,Date_and_Time_of_Transaction,Transaction_Type,Transaction_Amount,Transaction_Description,Credit_Score,Loan_or_Credit_Card_Details,Credit_Limit,Outstanding_Loan_Amount,Credit_History,Username,Password_usually_hashed,Two_Factor_Authentication_2FA_Status,Branch_Name,SWIFT_BIC_Code,Card_Number,ATM_Transaction_Details
62375,1954-07-d,2082914785,Savings,64133.03,09-04-2023,Closed,241043,08-06-2022 11:44,Deposit,7698.76,Best laugh spring right.,678,That police full oil right service.,44003.31,22056.66,Far risk meet Congress sense avoid foot.,kathygreen,ELfPu_oD_29H,Enabled,Ltd,XJWBGB0G,2.23E+15,Speak require before same by too who.
810865,1979-01-d,4930345901,Savings,54849.52,23-03-2019,Active,784070,22-07-2023 21:30,Deposit,5526.29,Radio charge customer save particular strong.,647,Term information occur every serious hear other.,12229.48,6697.91,Whatever work full every environmental suggest.,randy60,N4_hmXy0#!1_,Disabled,PLC,HDOCGBRLE1O,5.58E+15,Once college at.
932920,2004-11-d,9754971025,Savings,24816.25,26-12-2021,Frozen,387463,06-12-2022 06:16,Deposit,7632.61,Training wind citizen good.,590,Series almost population present occur.,16697.35,15351.06,Young write success suddenly.,mariewallace,d+1Z(d5fMCOd,Disabled,and Sons,XMJXGBZ0D4Q,5.49E+15,Generation event bad woman audience benefit item.
124045,1987-04-d,3106957168,Checking,2279.43,14-02-2019,Closed,627703,17-09-2022 06:30,Deposit,9735.85,Activity model reflect born.,406,Opportunity through assume with.,49965.05,43729.81,Subject center senior city.,alyssahamilton,)g)7NZdS7#Az,Disabled,Group,YKNZGBWK,2.37E+15,Visit medical name.
36677,1951-04-d,2623591506,Credit,41561.3,11-07-2020,Closed,868210,15-01-2023 02:04,Deposit,1844.55,Drug usually sell phone price.,539,That throw able necessary little as.,11134.39,5657.83,Leader collection brother air.,james45,%!#hia#13yWa,Enabled,PLC,HARWGBUM,2.26E+15,Address career seat section right clear.
465006,1972-10-d,6494989612,Checking,32113.03,25-05-2023,Frozen,165346,04-10-2022 17:00,Withdrawal,5698.17,Floor mean green trial herself more.,776,Late can before maybe doctor cell everything.,44212.88,25312.93,The help accept economic test month news.,morganpatty,G4#RLIwJ+x*H,Enabled,and Sons,EQNIGB1KYNM,5.56E+15,Happen show cold until Democrat them glass.
474055,1952-04-d,927998791,Investment,46749.69,30-04-2020,Active,750349,22-09-2022 01:30,Deposit,3550.05,That claim sea oil outside blood sure between.,394,Different well network measure drive something.,14078.9,12944.4,Moment middle bill race live few.,ronald89,AA_6V_NkGZ04,Enabled,and Sons,SCCXGBON,2.27E+15,Agree hot fight plant.
52510,1949-05-d,7815241617,Credit,15905.97,15-01-2019,Frozen,704309,17-07-2023 11:07,Withdrawal,5834.97,Green Congress economic such statement how.,629,Edge along unit food must.,24772.73,16438.39,Sign range positive body visit task involve.,longandrea,r$9GyX!C_v2&,Disabled,Inc,FRBVGBQZ,2.25E+15,Fish fine fund.
948916,1992-11-d,9142831755,Savings,53098.47,25-10-2021,Closed,226992,07-11-2022 05:16,Withdrawal,6466.12,Edge church enter major.,799,Unit again make stop how arm book.,4923.43,2038.27,Son dream material prevent oil education.,whoffman,%Orh0STb50*f,Enabled,PLC,TCCNGBYL,2.52E+15,Food sell hour always.
537510,1965-12-d,7598795260,Investment,86303.84,01-02-2020,Frozen,722022,01-04-2023 12:57,Transfer,8498.78,Team attention white do far field show.,682,View ground two.,41284.71,12411.14,Quickly foreign than much.,stevensalexis,L**FA#LczHy6,Enabled,PLC,UDDFGBHF,2.22E+15,Prevent piece executive around speech city.
7588,1983-04-d,5666223476,Checking,39554.8,17-04-2020,Frozen,24788,05-11-2021 21:46,Transfer,1642.85,Visit how among once scene.,774,Kind own will PM.,22416.14,12061.04,Receive social catch by raise set hold by.,olivia27,!up*_o6i6I_K,Enabled,and Sons,OJCXGBYX6Q3,2.71E+15,Happen product skin.
108968,1952-10-d,7101242254,Checking,14920.8,20-06-2022,Frozen,788890,22-06-2022 05:33,Transfer,2009.46,Look simply lose give management boy.,375,System as treatment next him whom lead carry.,38138.56,3473.38,State tonight table rule.,ujohnson,p*!9Dd8uyCl5,Disabled,LLC,JQIMGBE8,2.72E+15,Remember war marriage always wear nice character.
777781,1981-10-d,7975259166,Savings,87766.16,04-02-2021,Closed,846599,24-02-2023 22:43,Transfer,6476.27,Middle name now environmental carry.,673,Rise garden so decision opportunity provide yet work.,3581.23,1152.13,News budget control probably popular yes more.,alyssalopez,Z_0w^pXmpesH,Disabled,PLC,CRLSGBFX,5.51E+15,Line adult environmental contain magazine.
910633,1963-11-d,2591538842,Savings,52000.61,07-11-2021,Frozen,399869,10-10-2023 06:48,Deposit,4950.11,Poor role husband government.,846,Smile them me according agency choice month.,43097.16,35221.53,Information painting six example local safe gun.,matthewromero,n6cnoyjF!cZb,Enabled,PLC,KTDKGBADRVR,2.28E+15,Land avoid cost according establish organization later.
998818,1946-11-d,6839814293,Investment,94649.21,17-01-2020,Active,704748,04-04-2023 00:53,Transfer,1276.05,Particularly town relate catch democratic war soldier.,631,Street issue present although.,25647.44,18536.69,Part pattern effort line pick above.,deckerdebra,QThGlg+7^c12,Enabled,Ltd,KWDDGBN8,2.72E+15,Quite military outside close it body when star.
770168,2002-10-d,7094244427,Credit,31245.83,02-05-2023,Active,130064,11-05-2022 12:09,Deposit,6953.04,Finish together Mrs team discover condition.,749,Half environment ever stage.,11295.32,695.02,Say age wrong more.,kevinhudson,J+)2iVZrkr^O,Disabled,and Sons,SVSTGBSD,5.48E+15,World different cultural seat.
997488,1956-12-d,6777221691,Investment,71858.77,08-03-2021,Frozen,311641,13-08-2022 13:38,Withdrawal,7822.92,Instead paper animal picture nation blood across continue.,761,Success agency unit theory against.,10004.51,6448.07,Medical modern treatment Mrs.,gcook,5YUG1Va)&)&J,Enabled,LLC,FFRRGBY0,2.28E+15,Organization treatment left agency girl prove join generation.
827777,1977-09-d,7813664966,Investment,32885.94,05-10-2022,Closed,77339,22-02-2023 22:16,Withdrawal,8775.43,Study door and could role.,747,Accept race imagine against study across professional arrive.,38573.1,27800.94,Degree final product.,carmen40,_#dRczQNm34l,Enabled,Ltd,HELXGB9DW46,2.49E+15,Yeah strategy help body.
104013,1987-01-d,2584789871,Credit,96897.8,26-10-2021,Closed,20189,11-03-2023 00:47,Withdrawal,3084.08,Design try value project mission be.,640,Ready write toward tell others morning themselves ask.,4924.44,2622.41,Bad information view few.,yhorton,e+I_f4xigE0&,Disabled,Ltd,MUHRGB09680,2.25E+15,Raise foreign central than a food president.
252949,2002-09-d,7806420479,Savings,44491.89,02-08-2023,Frozen,958675,16-09-2023 15:14,Withdrawal,5026.74,Only race condition I.,725,Tax myself ago people half.,4069.86,2.36,Bring PM training open become year.,smithjoe,RiRNAIdQ&3TF,Disabled,Group,RXLMGBGK9NV,2.28E+15,Either upon arrive certain detail.
723202,1962-11-d,4095202279,Credit,62946.43,12-09-2019,Frozen,972610,20-12-2022 18:07,Withdrawal,4238.73,Determine arm hand receive.,611,Nearly generation economic doctor piece.,27782.85,4336.45,Raise small same response affect east.,carrashley,ncY+GzCh+v6g,Disabled,Ltd,RPDEGBEI5A3,2.25E+15,Something control idea fact front yes kid pattern.
874941,1977-12-d,610568963,Investment,10364.78,16-10-2020,Active,443120,21-03-2023 02:52,Transfer,1579.76,According important project carry.,513,Value some Congress capital election seek.,6037.39,640.76,World entire soldier itself sense.,lewisdeborah,O9Vt#XGe@9Zb,Enabled,Ltd,GEPGGBI56U6,2.72E+15,Top man decision pressure suffer know that.
60402,1943-03-d,8365058912,Checking,70719.06,30-01-2019,Frozen,166768,20-02-2023 20:51,Transfer,5455.36,This significant federal pass fact method character.,319,Level loss commercial short always.,34101.33,24118.01,Explain hair wonder central perform gun cell thus.,jacob12,)%1MixK&!uIQ,Disabled,PLC,BLXGGBI3YA4,2.42E+15,Game box by gun board.
66061,1961-09-d,3029395817,Investment,13021.45,09-04-2023,Frozen,629375,28-05-2023 06:17,Deposit,5102.15,Through much way they.,637,Community face service carry between.,31741.63,7789.2,Smile according with debate dream before general.,cameron20,_58FxOeOF1!C,Enabled,and Sons,PPJAGBDBWPN,5.32E+15,Knowledge simple but high direction social.
487850,1960-08-d,6307957910,Savings,84100.69,30-05-2020,Active,499220,05-06-2023 07:52,Transfer,7512.68,Effect argue everyone court expect education.,568,Believe many ball president sing investment inside.,43687.95,32779.38,Its whether former to charge nearly.,uscott,ku+X2yMnmYRI,Enabled,Ltd,HRMVGB8R,2.72E+15,Learn minute weight soldier.
936541,1991-07-d,6112872496,Credit,80097.08,30-09-2019,Frozen,542104,05-02-2022 10:46,Withdrawal,539.47,Difficult move peace.,465,Remember news know.,48978.39,41477.32,Military glass compare public.,mpowers,^3P##cxvlD!i,Disabled,and Sons,KFQVGBH9,2.29E+15,Toward by sit man.
521537,1947-11-d,1447899846,Checking,8865.83,18-06-2022,Frozen,938324,05-06-2022 09:24,Withdrawal,7381.46,Spring far play last if our.,741,Three movement hard reason network common lay.,24149.73,16711.51,Option son ask where research process.,fpierce,_4Y+VBMyCtkd,Disabled,Group,FXJAGB8Q,2.27E+15,Avoid worker these choose public then stage.
877427,1950-12-d,5937917297,Investment,69204.04,06-03-2021,Frozen,476775,22-07-2023 17:03,Withdrawal,8020.06,Manager difference who check for fill whatever.,476,Measure including reality place early.,43463.95,42066.76,Consider art finally.,uclark,a(0WU2*qYH5m,Enabled,PLC,GAYOGBH04M6,2.23E+15,Fast recent understand tough.
262876,1983-09-d,5051091033,Investment,84657.88,31-01-2020,Active,118283,01-05-2022 11:09,Deposit,2996.68,Food effect must side prove within.,466,Form look wind thing see choice take mother.,8488.01,2928.55,Accept exactly under interesting several worry.,nguyentimothy,@H^aMY4F$5JQ,Disabled,PLC,HYPPGBA4DKT,2.35E+15,Point himself above attorney.
521838,1945-04-d,979111105,Savings,24959.65,29-02-2020,Frozen,170975,28-11-2022 11:45,Transfer,538.42,Nothing interest senior risk size stay.,322,Nation why who individual behavior simply defense baby.,5939.06,1308.12,Campaign they recent candidate like buy author.,brandi15,6$5aD6Fj2)CE,Enabled,and Sons,VUWBGBA6DK6,2.71E+15,System TV about first attorney.
713077,1947-12-d,8765291726,Investment,15732.34,21-10-2022,Active,281148,27-04-2023 17:38,Deposit,1128.3,Southern role southern note have challenge.,716,Material hospital democratic deep manage investment.,10000.14,3907.29,But water film sometimes third.,moyernicholas,(j*k2BiiA9Qo,Enabled,PLC,OQFXGBHK,2.29E+15,Reason under it most onto campaign live.
646288,1971-11-d,7106601866,Credit,6340.99,02-03-2023,Active,464167,10-05-2022 03:55,Deposit,6439.59,Occur democratic must.,659,Before hotel focus pass main herself executive.,32380.1,30080.78,Give pressure level nor response without expect.,olyons,6%OIkmYP#l0A,Disabled,Inc,CYJQGB1C,2.32E+15,Range red white ability go without.
8161,1999-01-d,7785060162,Investment,55992.45,03-04-2019,Frozen,443338,13-08-2023 13:29,Withdrawal,9483.37,Very government risk nearly almost feel.,330,Test suggest buy fact.,46493.8,34894.61,Child prevent ability you country stand.,robert53,%$Ikc(dz(6#&,Enabled,PLC,VYNXGBTG,2.38E+15,Yard test industry seek best although home affect.
276036,1949-03-d,6135351111,Investment,23791.11,05-02-2022,Active,110164,10-12-2021 14:26,Deposit,5285.71,Investment class price form.,357,Start put quality computer week significant son.,30538.7,11132.31,Recently in cell report look not during.,stevenford,@&1Y$ODr#SVY,Disabled,Ltd,WYGMGBD88WK,2.23E+15,Study book politics go bed.
140823,1946-07-d,5319897103,Savings,40167.69,05-10-2021,Closed,837267,11-01-2023 10:16,Withdrawal,2163.51,Never resource hard production likely.,665,Particular traditional author fight.,26961.71,2767.34,Appear green reduce public power.,emilyjones,97UkzU*y+N7V,Disabled,Inc,UKGRGB9A25G,2.26E+15,Personal yet exactly rather.
659055,1947-10-d,212432664,Investment,20864.07,20-11-2019,Frozen,69549,08-11-2022 08:08,Withdrawal,1141.23,Product star attention music store also only news.,471,Make act scene positive upon hold nation.,41484.11,38652.3,Party of win about he.,stanley22,2P*lNPmw)r)G,Disabled,Group,PEZOGB3S,2.30E+15,Individual middle fear left.
548658,1959-08-d,1789369830,Savings,19894.95,20-03-2020,Frozen,797503,22-07-2023 10:53,Transfer,696.15,Describe tend product.,575,Official skill resource reality.,24303.22,20873.8,Already whose national marriage room smile can.,craig93,^YObMFVj6En3,Disabled,LLC,IBNYGBMJ2ZY,2.24E+15,Contain player ten card book piece front.
835025,1978-05-d,2019651224,Credit,42260.89,04-01-2020,Active,569202,07-10-2023 00:13,Transfer,7522.09,Nice interesting I.,510,Government small whole federal.,5469.16,423.81,Whether with ground music various go.,jsantos,dW9762jz5BS*,Disabled,and Sons,KBZAGBBYGBI,2.41E+15,Without start car miss.
615427,1999-10-d,2388690361,Checking,40123.41,28-11-2021,Closed,647212,08-02-2022 17:52,Deposit,9362.46,Position teacher son guess.,447,Himself approach popular option leader ago situation.,14339.5,13104.47,Yes still last over but old.,qwaller,5bWZbVw1&N@a,Disabled,PLC,OWXEGB7C,2.23E+15,Make bar why institution safe.
370194,1996-11-d,5684384310,Savings,65107.56,16-05-2023,Closed,677641,04-06-2023 22:25,Withdrawal,7978.72,Owner benefit enough give.,668,Half sister knowledge perform treatment.,14888.36,820.7,Black unit few.,lisajenkins,w57VMaDi+*Zt,Enabled,and Sons,MRNRGBVP557,5.21E+15,Act new nice through risk.
752608,1991-12-d,2048726444,Investment,56270.7,15-01-2020,Frozen,621944,17-11-2022 03:39,Deposit,4079.76,Always point include necessary alone.,669,Difficult sister institution between although president let.,46126.76,34719.36,Top lead loss employee.,garciaelizabeth,U!Fz1O%i+e&L,Enabled,Inc,PGYGGBXT,2.44E+15,Plant stop toward sit lay base how.
283531,1961-05-d,3672811060,Credit,26012.3,02-05-2022,Active,888721,11-02-2022 02:48,Withdrawal,3330.39,Evening audience cell crime imagine.,691,Newspaper now some produce address international generation.,17303.68,3282.87,Hard agency however gas institution share degree.,lisa29,@Q^CDh_8o8U+,Enabled,Ltd,IJIJGBWY,5.18E+15,There already improve hot dog standard.
549525,1944-09-d,9207823467,Checking,66037.71,21-02-2023,Active,290992,28-04-2023 14:57,Withdrawal,5743.56,Scientist some he wrong purpose dog either.,639,Former arm early successful organization report.,23939.79,5094.96,Dark realize question herself specific course old.,mariehall,!i3pNmLM$TS+,Disabled,PLC,NJWQGBORJPC,2.23E+15,Skin approach company hit act offer speech.
979214,1953-08-d,2034518705,Checking,5557.73,29-11-2021,Active,385099,09-12-2022 05:19,Withdrawal,9308.78,Beautiful know pretty pass.,715,Become cost enjoy follow fire soldier.,18660.34,8507.15,Now agent pattern drug.,hrivers,K@WiSTbZ3N8D,Enabled,Ltd,RPVPGBNW,5.21E+15,Others either without author deep.
192146,2001-07-d,8919602058,Checking,18184.66,02-06-2019,Closed,141799,18-02-2022 01:38,Withdrawal,9378.2,Financial stuff peace senior sit.,371,Sport best morning focus fill third.,9535.82,6909.01,Yeah live her system measure above together enjoy.,kimberly90,r1kBqHud_C%g,Disabled,Ltd,YJFXGB5TMHM,2.37E+15,Court hour reality arm itself good smile.
282571,2001-09-d,1310523414,Investment,20139.14,18-06-2021,Frozen,975506,14-08-2022 08:26,Deposit,820.61,Century issue stage.,588,Than pretty smile science.,46196.04,12425.49,Fish today of million future foot.,vincent52,*0kXaMMQbLYo,Enabled,Ltd,MUSVGBUK,5.46E+15,Occur last could art five before stay.
596484,2004-01-d,676520062,Savings,92967.91,26-10-2022,Active,433406,05-08-2023 06:01,Deposit,2962.15,See body energy.,482,Daughter treatment report door knowledge.,36332.54,2738.56,Focus force article pass or skill fine.,ryan38,$k0fmLyW)OGb,Enabled,PLC,XNELGBZJNZ7,2.22E+15,Analysis practice exactly director.
924862,1950-06-d,8756258091,Credit,6707.44,16-05-2022,Closed,493897,06-06-2023 14:57,Withdrawal,6369.1,Leg next color drop although.,450,Plan shake remember.,3826.87,6.85,Alone reveal wall eat act sit beyond.,jeffrey48,1z(1EB&c!M8P,Disabled,PLC,IFWMGBPA,2.24E+15,Western research risk happen teach.
525038,2005-02-d,4574959964,Investment,56372.37,11-03-2019,Closed,203222,12-04-2023 16:38,Transfer,9239.12,Plant result many institution wait minute.,598,Pm boy evidence term.,37227.65,7417.87,Language collection quality why.,qkline,SG6TCK1kq%x6,Disabled,PLC,GAOPGB6AUIO,5.47E+15,Might put word candidate join fact.
685819,1993-11-d,1159443446,Savings,53216.66,23-08-2022,Frozen,75349,20-12-2022 07:14,Deposit,9082.18,Sort cost score before range size.,378,Paper more tax leg standard gun table.,28410.67,24405.22,Court break cover.,janetherman,*tCG&d894L4),Enabled,Inc,BMOCGBVH,2.27E+15,Experience both author hope with form.
463608,1996-08-d,8261723557,Credit,34376.98,19-01-2021,Active,138386,07-05-2022 17:59,Withdrawal,7573.63,Business effect economy fight.,844,Before analysis room your decision put leg even.,27496.07,16561.46,Year enter then stay seat.,patelkaren,)8oIIU&mG2ci,Disabled,PLC,KNXWGBWTPOF,2.28E+15,Dinner light likely citizen.
61089,1982-06-d,3925168125,Credit,32430.34,08-05-2021,Active,717792,26-06-2023 09:18,Deposit,293.69,Clearly according probably.,369,Example region character water enter big.,26013.6,13082.03,Voice black word situation cup important condition.,nkim,_5AyNEG_GR4^,Enabled,LLC,VGLLGBPBNCX,5.27E+15,Watch base apply close class artist street.
704487,1978-05-d,4548316696,Checking,25514.79,23-03-2021,Closed,162543,23-10-2022 16:09,Deposit,4729.96,Improve individual occur on.,719,Compare think specific type other.,5440.91,3536.02,Message stop traditional cell beyond guess marriage.,jasminejackson,@&WCrR6pQo6V,Disabled,and Sons,XVOHGBKLKH5,2.24E+15,Public throughout everybody sometimes throughout memory.
39117,1966-08-d,4589654054,Checking,28106.15,18-03-2019,Frozen,618534,27-06-2022 09:12,Transfer,5015.43,Fall skin at job theory.,390,Message lay number deal run stay without knowledge.,19862.11,8360.32,Local artist development everyone discover.,zgonzalez,fK7SZ(2w7&09,Disabled,Inc,WORRGBQPLWT,5.16E+15,Bank rule whatever finally decade student security.
